Index_df1	Score_df1	ncbi_gene_id_df1	claim_name	Index_df2	Score_df2	ncbi_gene_id_df2	score_ratio
1110	0.001097135165011333	2641	GCG	1110	0.0002241470627687417	2641	4.89471131791397
1779	0.001097135165011333	3359	HTR3A	1779	0.0002268270029190587	3359	4.836880754461305
824	0.000946131879665902	64816	CYP3A43	824	0.00019583884250447533	64816	4.831175815616255
900	0.001027300992563567	1573	CYP2J2	900	0.00021503806233539083	1573	4.7772984066481445
61	0.000946131879665902	3952	LEP	61	0.0002026586233737616	3952	4.66859916402846
1068	0.001097135165011333	887	CCKBR	1068	0.00024308220278484115	887	4.5134327089443
798	0.0008674730831218732	4067	LYN	798	0.00019660861903619969	4067	4.412182372137783
282	0.001340534535261255	217	ALDH2	282	0.00030500410389313774	217	4.3951360593198086
1581	0.000946131879665902	2194	FASN	1581	0.00021857879062868617	2194	4.3285621488919155
3966	0.0007023094031785977	79648	MCPH1	3966	0.00016965874262799197	79648	4.13954148368611
3731	0.0007023094031785977	55534	MAML3	3731	0.00016965874262799197	55534	4.13954148368611
3805	0.0007023094031785977	652991	SKOR2	3805	0.00016965874262799197	652991	4.13954148368611
564	0.0008674730831218732	1139	CHRNA7	564	0.00021078905598501585	1139	4.115361108612482
3	0.0021784484564668907	5999	RGS4	3	0.0005341419912659119	5999	4.078407037993749
2000	0.0008745955396899692	490	ATP2B1	2000	0.00021653941600696764	490	4.038966927212121
719	0.0007023094031785977	5581	PRKCE	719	0.00018061644207850692	5581	3.888402379631259
2972	0.0006335133566940343	50852	TRAT1	2972	0.00016876805205892514	50852	3.7537516666533777
2904	0.0006335133566940343	3699	ITIH3	2904	0.00016876805205892514	3699	3.7537516666533777
3084	0.0006335133566940343	3727	JUND	3084	0.00016876805205892514	3727	3.7537516666533777
4585	0.0006311961694400474	5799	PTPRN2	4585	0.00016831789604209474	5799	3.7500241167593438
4584	0.0006311961694400474	5325	PLAGL1	4584	0.00016831789604209474	5325	3.7500241167593438
4325	0.0006311961694400474	339745	SPOPL	4325	0.00016831789604209474	339745	3.7500241167593438
388	0.0007023094031785977	1012	CDH13	388	0.00018753361306933893	1012	3.7449787890500725
2356	0.0006311961694400474	115019	SLC26A9	2356	0.00016876229376109432	115019	3.740149267783657
2643	0.0006335133566940343	28755	TRAC	2643	0.00016979655443660416	28755	3.7310142057715607
458	0.0006335133566940343	3125	HLA-DRB3	458	0.0001700055605871669	3125	3.7264272680611126
2055	0.0006335133566940343	2675	GFRA2	2055	0.00017036422114013008	2675	3.718582179135777
159	0.0006335133566940343	1993	ELAVL2	159	0.0001710141364349965	1993	3.704450227919237
3689	0.0006311961694400474	2696	GIPR	3689	0.00017100741286802206	2696	3.6910456620215872
3049	0.0006335133566940343	5020	OXT	3049	0.00017164069317376516	5020	3.6909275124674523
1770	0.0006335133566940343	3127	HLA-DRB5	1770	0.0001716597882830664	3127	3.690516940690693
2201	0.0006335133566940343	3115	HLA-DPB1	2201	0.00017177965952127692	3115	3.6879416251000676
3252	0.0006311961694400474	64478	CSMD1	3252	0.00017122902267186266	64478	3.686268598575428
3310	0.0006311961694400474	2326	FMO1	3310	0.00017135664946656682	2326	3.683523057931868
1852	0.0006311961694400474	3354	HTR1E	1852	0.00017196924132190076	3354	3.670401547324049
4457	0.0006311961694400474	2947	GSTM3	4457	0.00017202126473483316	2947	3.669291528655029
3083	0.0006335133566940343	3760	KCNJ3	3083	0.00017404701290155445	3760	3.6398978996115607
2962	0.0006335133566940343	84062	DTNBP1	2962	0.00017463116443984918	84062	3.627722226591719
1694	0.0008745955396899692	3308	HSPA4	1694	0.00024285849405150425	3308	3.601255715208747
293	0.0011872140626618373	25	ABL1	293	0.00032982911361772603	25	3.599482318707092
949	0.000946131879665902	54658	UGT1A1	949	0.0002656858669319314	54658	3.5610922424725757
1278	0.0006311961694400474	3552	IL1A	1278	0.00017774146737198002	3552	3.5512037723817738
113	0.0008745955396899692	27	ABL2	113	0.0002467538541793555	27	3.544404777784183
976	0.0006335133566940343	1562	CYP2C18	976	0.000178985610304602	1562	3.5394652990031217
1768	0.0006335133566940343	718	C3	1768	0.00017928449425127152	718	3.533564680759007
1426	0.0008674730831218732	928	CD9	1426	0.0002473476575372532	928	3.507100458354745
1190	0.0006335133566940343	59340	HRH4	1190	0.00018108645542823119	59340	3.498402766766344
2212	0.0006335133566940343	2289	FKBP5	2212	0.00018211754348623397	2289	3.478595991176
605	0.000946131879665902	2904	GRIN2B	605	0.0002748329512838801	2904	3.4425707516003956
1304	0.000946131879665902	23	ABCF1	1304	0.0002756455022572895	23	3.432422702050025
243	0.0006311961694400474	2328	FMO3	243	0.00018437584261812948	2328	3.4234212057126756
1540	0.0006335133566940343	2952	GSTT1	1540	0.00018542513935941742	2952	3.4165451291157907
991	0.0006335133566940343	3107	HLA-C	991	0.000186685915733393	3107	3.3934716189236127
342	0.0006335133566940343	2668	GDNF	342	0.00018687203305420944	2668	3.3900918523761083
2754	0.0006335133566940343	4835	NQO2	2754	0.00018820095752529806	4835	3.3661537381332245
1518	0.0006311961694400474	2784	GNB3	1518	0.0001960858200942277	2784	3.2189791650244284
941	0.0006311961694400474	7172	TPMT	941	0.00019641023877574782	7172	3.2136622478256753
931	0.0006311961694400474	6580	SLC22A1	931	0.00019690231504588447	6580	3.205631022128707
338	0.000946131879665902	24	ABCA4	338	0.0002964170731651547	24	3.191894007868925
1082	0.0006311961694400474	1816	DRD5	1082	0.00019823680939866985	1816	3.18405129377694
23	0.0006311961694400474	155	ADRB3	23	0.0001993718018616701	155	3.1659249881183773
402	0.000946131879665902	22	ABCB7	402	0.0003002740116865629	22	3.150894992049826
1899	0.0006335133566940343	4907	NT5E	1899	0.00020264699918251853	4907	3.126191649763569
698	0.0006335133566940343	6714	SRC	698	0.00020383847786974242	6714	3.107918403407939
545	0.0006335133566940343	4915	NTRK2	545	0.00020392590122629198	4915	3.1065860338704043
981	0.0006335133566940343	3176	HNMT	981	0.00020772612889680155	3176	3.049752864786519
2133	0.0007023094031785977	7334	UBE2N	2133	0.00023075393601095884	7334	3.0435424648411806
577	0.0006311961694400474	1103	CHAT	577	0.00020742749226930018	1103	3.04297257096747
742	0.0014093305817458187	7066	THPO	742	0.00046582246158460155	7066	3.0254672068660207
3261	0.0006311961694400474	477	ATP1A2	3261	0.00020872028973481244	477	3.024124632262669
929	0.0006335133566940343	3106	HLA-B	929	0.00021277025944391412	3106	2.9774525741978866
842	0.0006335133566940343	2944	GSTM1	842	0.00021536309976610314	2944	2.9416058618308645
476	0.0006335133566940343	54657	UGT1A4	476	0.0002155467773646785	54657	2.939099180416917
4674	0.0004801928840946162	116987	AGAP1	4674	0.00016850957548679383	116987	2.8496474619167804
4117	0.0004801928840946162	23671	TMEFF2	4117	0.00016850957548679383	23671	2.8496474619167804
4766	0.0004801928840946162	345222	MSANTD1	4766	0.00016850957548679383	345222	2.8496474619167804
4602	0.0004801928840946162	64067	NPAS3	4602	0.00016850957548679383	64067	2.8496474619167804
4767	0.0004801928840946162	27068	PPA2	4767	0.00016850957548679383	27068	2.8496474619167804
221	0.0013382173480072685	627	BDNF	221	0.00047040485289204963	627	2.8448204557837924
2245	0.0004801928840946162	2917	GRM7	2245	0.00016885143422126124	2917	2.8438780298743342
957	0.0004801928840946162	2895	GRID2	957	0.00016948243753840998	2895	2.833289932980753
122	0.001097135165011333	1128	CHRM1	122	0.0003907011946581464	1128	2.8081182755821836
594	0.0004801928840946162	53353	LRP1B	594	0.00017103675874373644	53353	2.8075420022083493
63	0.0015620360346194164	5893	RAD52	63	0.0005580038825276786	5893	2.7993282547490788
173	0.0004801928840946162	23043	TNIK	173	0.00017168196768739378	23043	2.796990799691747
674	0.0004801928840946162	2913	GRM3	674	0.00017190937610907844	2913	2.7932908312687283
2248	0.0004801928840946162	6347	CCL2	2248	0.00017207320807315917	6347	2.7906313218177226
1018	0.0004801928840946162	8792	TNFRSF11A	1018	0.00017397434230022543	8792	2.760136223225107
2610	0.0004801928840946162	7082	TJP1	2610	0.00017448565641216946	7082	2.752047898770006
1071	0.0006311961694400474	3351	HTR1B	1071	0.0002325873922610255	3351	2.7138021683121836
182	0.0006311961694400474	1132	CHRM4	182	0.00023923952222440478	1132	2.6383440477196336
2462	0.0006335133566940343	265	AMELX	2462	0.00024047139983630043	265	2.6344644607437515
274	0.0006311961694400474	1133	CHRM5	274	0.00024052197750930201	1133	2.6242764839052444
876	0.0006335133566940343	6531	SLC6A3	876	0.00024202731271608983	6531	2.617528367292898
835	0.0004801928840946162	51738	GHRL	835	0.00018538073312759172	51738	2.5903063171301333
622	0.0006311961694400474	151	ADRA2B	622	0.0002524023382363349	151	2.500754049469351
19	0.0008674730831218732	153	ADRB1	19	0.00035302989232738184	153	2.457222750750588
989	0.0004801928840946162	54578	UGT1A6	989	0.00019796196699277437	54578	2.4256825257355787
969	0.0004801928840946162	54576	UGT1A8	969	0.0001984459081178932	54576	2.4197671226828326
2012	0.0004801928840946162	10213	PSMD14	2012	0.00020047406912445387	10213	2.395286762980371
1016	0.0004801928840946162	54579	UGT1A5	1016	0.00020177856071925817	54579	2.3798013147825254
907	0.0004801928840946162	54575	UGT1A10	907	0.0002050280635852364	54575	2.34208369185024
990	0.0004801928840946162	54577	UGT1A7	990	0.00020598933828524312	54577	2.331154068904627
1704	0.0004801928840946162	4908	NTF3	1704	0.00021192782657133521	4908	2.265832155519146
504	0.0015620360346194164	54737	MPHOSPH8	504	0.0006953006763126705	54737	2.24656193764003
121	0.0006311961694400474	150	ADRA2A	121	0.0002889638772935458	150	2.184342815966726
493	0.0006335133566940343	3558	IL2	493	0.0002919010438995304	3558	2.1703017852587183
275	0.0020279750301907024	10951	CBX1	275	0.0009529689117034408	10951	2.128060008343481
944	0.0004801928840946162	54659	UGT1A3	944	0.00022708329036137372	54659	2.114611265894779
1000	0.0004801928840946162	54600	UGT1A9	1000	0.00022931835259978398	54600	2.094001106543221
844	0.0006311961694400474	2950	GSTP1	844	0.00030672301703650487	2950	2.057870242470017
301	0.0006311961694400474	1129	CHRM2	301	0.00031412643717891516	1129	2.009369778324454
462	0.0006335133566940343	10	NAT2	462	0.0003163547494907037	10	2.002541000929877
148	0.0006335133566940343	4363	ABCC1	148	0.0003232650460344991	4363	1.9597335513547147
828	0.0004801928840946162	7298	TYMS	828	0.0002482521200968435	7298	1.9342951992002817
822	0.0004801928840946162	1545	CYP1B1	822	0.0002519076536057517	1545	1.906225861823724
340	0.0006335133566940343	5294	PIK3CG	340	0.000340178302124991	5294	1.862297955915083
158	0.0006311961694400474	147	ADRA1B	158	0.00034428033557047915	147	1.8333785122933122
571	0.0006311961694400474	1131	CHRM3	571	0.00035814549516027957	1131	1.7624015322531712
180	0.0006335133566940343	6532	SLC6A4	180	0.00036621728848192493	6532	1.7298838056502677
128	0.0006335133566940343	13	AADAC	128	0.0003911680803410705	13	1.619542566309746
190	0.0004801928840946162	7124	TNF	190	0.00030246254474479016	7124	1.5876110693302212
705	0.0006311961694400474	2548	GAA	705	0.0004008596067339455	2548	1.574606567578106
508	0.0008745955396899692	8856	NR1I2	508	0.0005589694535619921	8856	1.5646571277136396
817	0.0006335133566940343	5617	PRL	817	0.000417670608429705	5617	1.516777441141531
426	0.0006311961694400474	2671	GFER	426	0.00042468942824727376	2671	1.4862535477867744
242	0.0007023094031785977	2475	MTOR	242	0.0004949503137999335	2475	1.4189493037931116
0	0.0040043331999176784	1565	CYP2D6	0	0.002932450510138368	1565	1.3655245625027561
74	0.001097135165011333	2740	GLP1R	74	0.0008500162789487326	2740	1.2907225334180983
364	0.0022690572131866373	7157	TP53	364	0.0018163695985159906	7157	1.2492265974064427
782	0.001027300992563567	387129	NPSR1	782	0.0008308189167743371	387129	1.2364920584043435
119	0.0004801928840946162	154	ADRB2	119	0.0004141310383496937	154	1.1595191850583768
1	0.0006311961694400474	5468	PPARG	1	0.0005734608403810568	5468	1.1006787647795206
359	0.0008745955396899692	5243	ABCB1	359	0.0007957658189705955	5243	1.0990614560717724
96	0.0015620360346194164	6311	ATXN2	96	0.0014832013560622085	6311	1.0531517033981874
134	0.001874654557591284	3757	KCNH2	134	0.0017926114969975683	3757	1.0457673404031655
3994	0.00016757436112274822	2703	GJA8	3994	0.00016791502730820757	2703	0.9979711989396038
3678	0.00016757436112274822	6611	SMS	3678	0.00016791502730820757	6611	0.9979711989396038
3250	0.00016757436112274822	23761	PISD	3250	0.00016791502730820757	23761	0.9979711989396038
3993	0.00016757436112274822	162	AP1B1	3993	0.00016791502730820757	162	0.9979711989396038
2238	0.00016757436112274822	25797	QPCT	2238	0.00016791502730820757	25797	0.9979711989396038
3991	0.00016757436112274822	989	SEPTIN7	3991	0.00016791502730820757	989	0.9979711989396038
4311	0.00016757436112274822	4686	NCBP1	4311	0.00016791502730820757	4686	0.9979711989396038
3676	0.00016757436112274822	4345	CD200	3676	0.00016791502730820757	4345	0.9979711989396038
2360	0.00016757436112274822	6117	RPA1	2360	0.00016791502730820757	6117	0.9979711989396038
4313	0.00016757436112274822	23547	LILRA4	4313	0.00016791502730820757	23547	0.9979711989396038
3230	0.00016757436112274822	284098	PIGW	3230	0.00016791502730820757	284098	0.9979711989396038
4018	0.00016757436112274822	51692	CPSF3	4018	0.00016791502730820757	51692	0.9979711989396038
4310	0.00016757436112274822	22916	NCBP2	4310	0.00016791502730820757	22916	0.9979711989396038
3351	0.00016757436112274822	28960	DCPS	3351	0.00016791502730820757	28960	0.9979711989396038
4537	0.00016757436112274822	549	AUH	4537	0.00016791502730820757	549	0.9979711989396038
3831	0.00016757436112274822	3195	TLX1	3831	0.00016791502730820757	3195	0.9979711989396038
3899	0.00016757436112274822	1655	DDX5	3899	0.00016791502730820757	1655	0.9979711989396038
1011	0.00016757436112274822	4336	MOBP	1011	0.00016791502730820757	4336	0.9979711989396038
4290	0.00016757436112274822	3214	HOXB4	4290	0.00016791502730820757	3214	0.9979711989396038
3824	0.00016757436112274822	4477	MSMB	3824	0.00016791502730820757	4477	0.9979711989396038
2252	0.00016757436112274822	3060	HCRT	2252	0.00016791502730820757	3060	0.9979711989396038
4294	0.00016757436112274822	5442	POLRMT	4294	0.00016791502730820757	5442	0.9979711989396038
4730	0.00016757436112274822	2510	FTH1P21	4730	0.00016791502730820757	2510	0.9979711989396038
3852	0.00016757436112274822	3208	HPCA	3852	0.00016791502730820757	3208	0.9979711989396038
3832	0.00016757436112274822	3215	HOXB5	3832	0.00016791502730820757	3215	0.9979711989396038
4758	0.00016757436112274822	2935	GSPT1	4758	0.00016791502730820757	2935	0.9979711989396038
4235	0.00016757436112274822	2595	GANC	4235	0.00016791502730820757	2595	0.9979711989396038
4477	0.00016757436112274822	3232	HOXD3	4477	0.00016791502730820757	3232	0.9979711989396038
4228	0.00016757436112274822	27152	INTU	4228	0.00016791502730820757	27152	0.9979711989396038
4760	0.00016757436112274822	2874	GPS2	4760	0.00016791502730820757	2874	0.9979711989396038
4280	0.00016757436112274822	6448	SGSH	4280	0.00016791502730820757	6448	0.9979711989396038
4761	0.00016757436112274822	165679	SPTSSB	4761	0.00016791502730820757	165679	0.9979711989396038
3976	0.00016757436112274822	1984	EIF5A	3976	0.00016791502730820757	1984	0.9979711989396038
3977	0.00016757436112274822	5757	PTMA	3977	0.00016791502730820757	5757	0.9979711989396038
2543	0.00016757436112274822	1854	DUT	2543	0.00016791502730820757	1854	0.9979711989396038
1625	0.00016757436112274822	84894	LINGO1	1625	0.00016791502730820757	84894	0.9979711989396038
3983	0.00016757436112274822	1352	COX10	3983	0.00016791502730820757	1352	0.9979711989396038
3984	0.00016757436112274822	10913	EDAR	3984	0.00016791502730820757	10913	0.9979711989396038
4531	0.00016757436112274822	6364	CCL20	4531	0.00016791502730820757	6364	0.9979711989396038
3205	0.00016757436112274822	4082	MARCKS	3205	0.00016791502730820757	4082	0.9979711989396038
4722	0.00016757436112274822	10894	LYVE1	4722	0.00016791502730820757	10894	0.9979711989396038
2072	0.00016757436112274822	1003	CDH5	2072	0.00016791502730820757	1003	0.9979711989396038
3424	0.00016757436112274822	1605	DAG1	3424	0.00016791502730820757	1605	0.9979711989396038
3429	0.00016757436112274822	10772	SRSF10	3429	0.00016791502730820757	10772	0.9979711989396038
3460	0.00016757436112274822	8570	KHSRP	3460	0.00016791502730820757	8570	0.9979711989396038
1289	0.00016757436112274822	8879	SGPL1	1289	0.00016791502730820757	8879	0.9979711989396038
1288	0.00016757436112274822	3821	KLRC1	1288	0.00016791502730820757	3821	0.9979711989396038
4633	0.00016757436112274822	4144	MAT2A	4633	0.00016791502730820757	4144	0.9979711989396038
4640	0.00016757436112274822	72	ACTG2	4640	0.00016791502730820757	72	0.9979711989396038
4074	0.00016757436112274822	8817	FGF18	4074	0.00016791502730820757	8817	0.9979711989396038
3017	0.00016757436112274822	3202	HOXA5	3017	0.00016791502730820757	3202	0.9979711989396038
4053	0.00016757436112274822	1855	DVL1	4053	0.00016791502730820757	1855	0.9979711989396038
4642	0.00016757436112274822	2496	FTH1P1	4642	0.00016791502730820757	2496	0.9979711989396038
3116	0.00016757436112274822	6624	FSCN1	3116	0.00016791502730820757	6624	0.9979711989396038
1336	0.00016757436112274822	2020	EN2	1336	0.00016791502730820757	2020	0.9979711989396038
2995	0.00016757436112274822	1200	TPP1	2995	0.00016791502730820757	1200	0.9979711989396038
4744	0.00016757436112274822	126393	HSPB6	4744	0.00016791502730820757	126393	0.9979711989396038
4644	0.00016757436112274822	8505	PARG	4644	0.00016791502730820757	8505	0.9979711989396038
2981	0.00016757436112274822	3977	LIFR	2981	0.00016791502730820757	3977	0.9979711989396038
3004	0.00016757436112274822	1348	COX7A2P2	3004	0.00016791502730820757	1348	0.9979711989396038
3220	0.00016757436112274822	1872	E2F3P1	3220	0.00016791502730820757	1872	0.9979711989396038
1033	0.00016757436112274822	4973	OLR1	1033	0.00016791502730820757	4973	0.9979711989396038
3912	0.00016757436112274822	638	BIK	3912	0.00016791502730820757	638	0.9979711989396038
3422	0.00016757436112274822	2896	GRN	3422	0.00016791502730820757	2896	0.9979711989396038
3913	0.00016757436112274822	3094	HINT1	3913	0.00016791502730820757	3094	0.9979711989396038
3918	0.00016757436112274822	3223	HOXC6	3918	0.00016791502730820757	3223	0.9979711989396038
4073	0.00016757436112274822	5754	PTK7	4073	0.00016791502730820757	5754	0.9979711989396038
3921	0.00016757436112274822	7210	TRX-CAT1-2	3921	0.00016791502730820757	7210	0.9979711989396038
3339	0.00016757436112274822	900	CCNG1	3339	0.00016791502730820757	900	0.9979711989396038
3202	0.00016757436112274822	2316	FLNA	3202	0.00016791502730820757	2316	0.9979711989396038
3632	0.00016757436112274822	55304	SPTLC3	3632	0.00016791502730820757	55304	0.9979711989396038
3628	0.00016757436112274822	30816	ERVW-1	3628	0.00016791502730820757	30816	0.9979711989396038
4134	0.00016757436112274822	11076	TPPP	4134	0.00016791502730820757	11076	0.9979711989396038
4689	0.00016757436112274822	3938	LCT	4689	0.00016791502730820757	3938	0.9979711989396038
1528	0.00016757436112274822	2140	EYA3	1528	0.00016791502730820757	2140	0.9979711989396038
3556	0.00016757436112274822	3216	HOXB6	3556	0.00016791502730820757	3216	0.9979711989396038
3562	0.00016757436112274822	83873	GPR61	3562	0.00016791502730820757	83873	0.9979711989396038
3679	0.00016757436112274822	3313	HSPA9	3679	0.00016791502730820757	3313	0.9979711989396038
3439	0.00016757436112274822	2746	GLUD1	3439	0.00016791502730820757	2746	0.9979711989396038
3440	0.00016757436112274822	9361	LONP1	3440	0.00016791502730820757	9361	0.9979711989396038
3627	0.00016757436112274822	55366	LGR4	3627	0.00016791502730820757	55366	0.9979711989396038
3859	0.00016757436112274822	7114	TMSB4X	3859	0.00016791502730820757	7114	0.9979711989396038
3838	0.00016757436112274822	133396	IL31RA	3838	0.00016791502730820757	133396	0.9979711989396038
3700	0.00016757436112274822	10747	MASP2	3700	0.00016791502730820757	10747	0.9979711989396038
4573	0.00016757436112274822	2830	GPR6	4573	0.00016791502730820757	2830	0.9979711989396038
4570	0.00016757436112274822	649	BMP1	4570	0.00016791502730820757	649	0.9979711989396038
4569	0.00016757436112274822	29960	MRM2	4569	0.00016791502730820757	29960	0.9979711989396038
793	0.00016757436112274822	4924	NUCB1	793	0.00016791502730820757	4924	0.9979711989396038
4568	0.00016757436112274822	2525	FUT3	4568	0.00016791502730820757	2525	0.9979711989396038
401	0.00016757436112274822	712	C1QA	401	0.00016791502730820757	712	0.9979711989396038
2899	0.00016757436112274822	27181	SIGLEC8	2899	0.00016791502730820757	27181	0.9979711989396038
4344	0.00016757436112274822	1408	CRY2	4344	0.00016791502730820757	1408	0.9979711989396038
3762	0.00016757436112274822	6894	TARBP1	3762	0.00016791502730820757	6894	0.9979711989396038
4392	0.00016757436112274822	636	BICD1	4392	0.00016791502730820757	636	0.9979711989396038
4701	0.00016757436112274822	1755	DMBT1	4701	0.00016791502730820757	1755	0.9979711989396038
461	0.00016757436112274822	3204	HOXA7	461	0.00016791502730820757	3204	0.9979711989396038
2842	0.00016757436112274822	8718	TNFRSF25	2842	0.00016791502730820757	8718	0.9979711989396038
2827	0.00016757436112274822	1179	CLCA1	2827	0.00016791502730820757	1179	0.9979711989396038
2873	0.00016757436112274822	2716	GK4P	2873	0.00016791502730820757	2716	0.9979711989396038
4451	0.00016757436112274822	4838	NODAL	4451	0.00016791502730820757	4838	0.9979711989396038
783	0.00016757436112274822	23576	DDAH1	783	0.00016791502730820757	23576	0.9979711989396038
4433	0.00016757436112274822	2495	FTH1	4433	0.00016791502730820757	2495	0.9979711989396038
4572	0.00016757436112274822	1896	EDA	4572	0.00016791502730820757	1896	0.9979711989396038
2736	0.00016757436112274822	3182	HNRNPAB	2736	0.00016791502730820757	3182	0.9979711989396038
2458	0.00016757436112274822	2014	EMP3	2458	0.00016791502730820757	2014	0.9979711989396038
4575	0.00016757436112274822	3213	HOXB3	4575	0.00016791502730820757	3213	0.9979711989396038
3165	0.00016757436112274822	51330	TNFRSF12A	3165	0.00016791502730820757	51330	0.9979711989396038
4597	0.00016757436112274822	9094	UNC119	4597	0.00016791502730820757	9094	0.9979711989396038
4556	0.00016757436112274822	51520	LARS1	4556	0.00016791502730820757	51520	0.9979711989396038
774	0.00016757436112274822	29796	UQCR10	774	0.00016791502730820757	29796	0.9979711989396038
4082	0.00016757436112274822	4942	OAT	4082	0.00016791502730820757	4942	0.9979711989396038
4608	0.00016757436112274822	912	CD1D	4608	0.00016791502730820757	912	0.9979711989396038
2772	0.00016757436112274822	4162	MCAM	2772	0.00016791502730820757	4162	0.9979711989396038
4366	0.00016757436112274822	6035	RNASE1	4366	0.00016791502730820757	6035	0.9979711989396038
4592	0.00016757436112274822	2676	GFRA3	4592	0.00016791502730820757	2676	0.9979711989396038
4590	0.00016757436112274822	9360	PPIG	4590	0.00016791502730820757	9360	0.9979711989396038
4379	0.00016757436112274822	3234	HOXD8	4379	0.00016791502730820757	3234	0.9979711989396038
4551	0.00016757436112274822	5650	KLK7	4551	0.00016791502730820757	5650	0.9979711989396038
